kanji;hiragana;meaning;pos;jlpt;sentenceEN;sentenceJP;meaning2;pos2;meaning3;pos3;meaning4;pos4;ref1;ref2;ref3
服;ふく;clothes;n, n-suf;5;Let's have a cigarette.;<ruby>一服<rt>いっぷく</rt></ruby>しよう。;clothes (esp. Western clothes), clothing, dress, costume, suit, outfit;n, n-suf;counter for doses of medicine, gulps of tea, puffs of a cigarette, etc.;ctr;;;洋服ダンス;合服;燕尾服
洋服ダンス;ようふくダンス;wardrobe (esp. for Western clothes);n;0;;;;;;;;;;;
合服;あいふく;between-season wear;n;0;;;;;;;;;;;
燕尾服;えんびふく;tailcoat;n;0;;;;;;;;;;;
二つ;ふたつ;two things;num;5;Do not fold!;<ruby>二<rt>ふた</rt></ruby>つ<ruby>折<rt>お</rt></ruby>り<ruby>厳禁<rt>げんきん</rt></ruby>。;two;num;;;;;二つずつ;二つ目;二つとも
二つずつ;ふたつずつ;two at a time;adv, adj-no, n;0;;;;;;;;;;;
二つ目;ふたつめ;second (in a series);n;0;;;;;;;;;;;
二つとも;ふたつとも;both;adv;0;;;;;;;;;;;
豚肉;ぶたにく;pork;n;5;Is this beef or pork?;これは<ruby>牛肉<rt>ぎゅうにく</rt></ruby>？それとも<ruby>豚肉<rt>ぶたにく</rt></ruby>？;pork;n;;;;;豚肉商;;
豚肉商;とんにくしょう;pork butcher;n;0;;;;;;;;;;;
二人;ふたり;two people;n;5;Are you two friends?;<ruby>二人<rt>ふたり</rt></ruby>は<ruby>友達<rt>ともだち</rt></ruby>なの？;two persons, two people, pair, couple;n;;;;;二人ずつ;二人とも;二人きり
二人ずつ;ふたりずつ;two by two;adv, adj-no;0;;;;;;;;;;;
二人とも;ふたりとも;both (people);n, adv;0;;;;;;;;;;;
二人きり;ふたりきり;just the two of them;n;0;;;;;;;;;;;
二日;ふつか;two days, second day of the month;n;5;I have a hangover.;<ruby>二日酔<rt>ふつかよ</rt></ruby>いだ。;2nd day of the month;n;two days;n;;;二日酔い;二日間;１２日
二日酔い;ふつかよい;hangover;n, vs, vi;0;;;;;;;;;;;
二日間;ふつかかん;a period of two days;n;0;;;;;;;;;;;
１２日;じゅうににち;12th day of the month;n;0;;;;;;;;;;;
太い;ふとい;fat, thick;adj-i;5;This pen is thick.;この<ruby>ペン<rt>ぺん</rt></ruby>は<ruby>太<rt>ふと</rt></ruby>いです。;fat, thick;adj-i;deep (of a voice), thick, sonorous;adj-i;daring, shameless, brazen, audacious;adj-i;野太い;太い腕;太い声
野太い;のぶとい;audacious;adj-i;0;;;;;;;;;;;
太い腕;ふというで;big arm;exp, n;0;;;;;;;;;;;
太い声;ふといこえ;deep voice;exp;0;;;;;;;;;;;
冬;ふゆ;winter;n, adv;5;I want to hibernate.;<ruby>冬眠<rt>とうみん</rt></ruby>したい。;winter;n, adv;;;;;冬ごもり;冬葱;冬祭り
冬ごもり;ふゆごもり;hibernation;n, vs, vi;0;;;;;;;;;;;
冬葱;ふゆき;Welsh onion (Allium fistulosum);n;0;;;;;;;;;;;
冬祭り;ふゆまつり;winter festival;n;0;;;;;;;;;;;
降る;ふる;to precipitate, to fall (e.g., rain, snow, etc.);v5r, vi;5;It's snowing.;<ruby>雪<rt>ゆき</rt></ruby>が<ruby>降<rt>ふ</rt></ruby>る。;to fall (of rain, snow, ash, etc.), to come down;v5r, vi;to form (of frost);v5r, vi;to beam down (of sunlight or moonlight), to pour in;v5r, vi;猫耳を洗うと雨が降る;雨が降る;天下る
猫耳を洗うと雨が降る;ねこみみをあらうとあめがふる;if a cat washes its ears, rain is coming;exp, v5r;0;;;;;;;;;;;
雨が降る;あめがふる;to rain;exp, v5r;0;;;;;;;;;;;
天下る;あまくだる;to descend from heaven;v5r, vi;0;;;;;;;;;;;
古い;ふるい;old (in reference to objects, not people), aged, ancient;adj-i;5;I like old things.;<ruby>古<rt>ふる</rt></ruby>い<ruby>物<rt>もの</rt></ruby>が<ruby>好<rt>す</rt></ruby>きだだ;old, aged, ancient, antiquated, antique, timeworn;adj-i;long, since long ago, time-honored;adj-i;of the distant past, long-ago;adj-i;古い革袋に新しい酒を盛る;新しい酒は古い革袋に入れる;頭が古い
古い革袋に新しい酒を盛る;ふるいかわぶくろにあたらしいさけをもる;to pour new wine into old wineskins;exp, v5r;0;;;;;;;;;;;
新しい酒は古い革袋に入れる;あたらしいさけはふるいかわぶくろにいれる;to put new wine into old wineskins;exp;0;;;;;;;;;;;
頭が古い;あたまがふるい;old-fashioned (in one's way of thinking);exp, adj-i;0;;;;;;;;;;;
～分;～ふん;~ minutes;n;5;I understand.;<ruby>分<rt>わ</rt></ruby>かる。;minute (unit of time);n;fun (one tenth of a monme, 5.787 grains);n;;;分けつ;分かち合う;分かりきった
分けつ;ぶんけつ;tiller;n, vs, vi;0;;;;;;;;;;;
分かち合う;わかちあう;to share;v5u, vt;0;;;;;;;;;;;
分かりきった;わかりきった;obvious;exp, adj-f;0;;;;;;;;;;;
文章;ぶんしょう;sentence, text;n;5;That's an interesting sentence.;<ruby>興味深<rt>きょうみぶか</rt></ruby>い<ruby>文章<rt>ぶんしょう</rt></ruby>だね。;writing, composition, essay, article, passage, prose, (writing) style;n;sentence;n;;;文章語;文章論;文章題
文章語;ぶんしょうご;word used mainly in writing;n;0;;;;;;;;;;;
文章論;ぶんしょうろん;syntax;n;0;;;;;;;;;;;
文章題;ぶんしょうだい;story (verbal) problem;n;0;;;;;;;;;;;
ページ;ページ;a page;n, ctr;5;What page?;<ruby>何<rt>なに</rt></ruby><ruby>ページ<rt>ぺーじ</rt></ruby>？;page;n, ctr;nth page, page ...;n-suf;;;ページプリンタ;ページ番号を付ける;ページアウト
ページプリンタ;ページプリンタ;page printer;n;0;;;;;;;;;;;
ページ番号を付ける;ページばんごうをつける;to paginate;exp, v1;0;;;;;;;;;;;
ページアウト;ページアウト;page out;n;0;;;;;;;;;;;
下手;へた;unskillful, poor;adj-na, n;5;His handwriting is poor.;<ruby>彼<rt>かれ</rt></ruby>は<ruby>字<rt>じ</rt></ruby>が<ruby>下手<rt>へた</rt></ruby>だ。;unskillful, poor, awkward;adj-na, n;imprudent, untactful;adj-na, n;;;下手くそ;下手な鉄砲も数撃てば当たる;下手投げ
下手くそ;へたくそ;unskilled;adj-na, n;0;;;;;;;;;;;
下手な鉄砲も数撃てば当たる;へたなてっぽうもかずうてばあたる;even the unskilled can succeed by a fluke given enough tries;exp, v5r;0;;;;;;;;;;;
下手投げ;したてなげ;underhand throw;n;0;;;;;;;;;;;
ベッド;ベッド;bed;n;5;It's under the bed.;<ruby>ベッド<rt>べっど</rt></ruby>の<ruby>下<rt>した</rt></ruby>よ。;bed;n;;;;;ベッドメイキング;ベッドパッド;ベッドメイク
ベッドメイキング;ベッドメイキング;bedmaking;n, vs, vi;0;;;;;;;;;;;
ベッドパッド;ベッドパッド;mattress pad;n;0;;;;;;;;;;;
ベッドメイク;ベッドメイク;bedmaking (at a hotel, etc.);n;0;;;;;;;;;;;
ペット;ペット;pet;n;5;Do you have any pets?;<ruby>ペット<rt>ぺっと</rt></ruby>を<ruby>飼<rt>か</rt></ruby>ってますか？;pet;n;trumpet;n;;;ペットフード;ペットネーム;ペットショップ
ペットフード;ペットフード;pet food;n;0;;;;;;;;;;;
ペットネーム;ペットネーム;pet name;n;0;;;;;;;;;;;
ペットショップ;ペットショップ;pet shop;n;0;;;;;;;;;;;
部屋;へや;a room;n;5;The room is hot.;<ruby>部屋<rt>へや</rt></ruby>が<ruby>暑<rt>あつ</rt></ruby>い。;room, chamber;n;apartment, flat, pad;n;stable;n;部屋付け;部屋割り;部屋履き
部屋付け;へやづけ;putting (a charge) on the room (at a hotel);n;0;;;;;;;;;;;
部屋割り;へやわり;room allocation;n, vs, vi;0;;;;;;;;;;;
部屋履き;へやばき;(house) slippers;n;0;;;;;;;;;;;
辺;へん;area, vicinity;n;5;Does she live round here?;ここら<ruby>辺<rt>へん</rt></ruby>の<ruby>人<rt>にん</rt></ruby>？;area, vicinity, region;n;side, edge;n;circumstances;n;辺境;辺鄙;広大無辺
辺境;へんきょう;remote region;n, adj-no;0;;;;;;;;;;;
辺鄙;へんぴ;hard to reach place;adj-na, n;0;;;;;;;;;;;
広大無辺;こうだいむへん;boundless;adj-na, adj-no, n;0;;;;;;;;;;;
ペン;ペン;pen;n;5;Do you have a pen?;<ruby>ペン<rt>ぺん</rt></ruby>はある？;pen;n;;;;;ペンシルベニア;ペンキ塗りたて;ペン型
ペンシルベニア;ペンシルベニア;Pennsylvania;n;0;;;;;;;;;;;
ペンキ塗りたて;ペンキぬりたて;Wet Paint;exp;0;;;;;;;;;;;
ペン型;ペンがた;pen-shaped;n, adj-no;0;;;;;;;;;;;
勉強;べんきょう (する);study;n, vs, vt;5;I will study.;<ruby>勉強<rt>べんきょう</rt></ruby>する。;study;n, vs, vt;diligence, working hard;n, vs, vi;experience, knowledge, lesson (for the future);n;にわか勉強;くそ勉強;勉強中
にわか勉強;にわかべんきょう;cramming;n;0;;;;;;;;;;;
くそ勉強;くそべんきょう;studying like crazy;n, vs;0;;;;;;;;;;;
勉強中;べんきょうちゅう;while studying;exp;0;;;;;;;;;;;
便利;べんり;convenient, handy;adj-na;5;That comes in handy.;そりゃ<ruby>便利<rt>べんり</rt></ruby>だね。;convenient, handy, useful;adj-na;;;;;便利さ;便利屋;便利帳
便利さ;べんりさ;convenience;n;0;;;;;;;;;;;
便利屋;べんりや;handyman;n;0;;;;;;;;;;;
便利帳;べんりちょう;(convenience) guide;n;0;;;;;;;;;;;
帽子;ぼうし;hat, cap;n;5;Give me back my hat.;<ruby>帽子<rt>ぼうし</rt></ruby>、<ruby>返<rt>かえ</rt></ruby>して。;hat, cap;n;;;;;帽子掛け;帽子を取る;麦わら帽子
帽子掛け;ぼうしかけ;hat rack;n;0;;;;;;;;;;;
帽子を取る;ぼうしをとる;to take off one's hat;exp, v5r;0;;;;;;;;;;;
麦わら帽子;むぎわらぼうし;straw hat;n;0;;;;;;;;;;;
ボールペン;ボールペン;ball-point pen;n;5;;;ball-point pen;n;;;;;;;
外;ほか;other, the rest;n;5;Look outside!;<ruby>外見<rt>がいけん</rt></ruby>て！;another place, some other place, somewhere else, outside;n;another (person or thing), other, different, something else, someone else, the rest, et al.;n, adj-no;beyond (one's expectations, imagination, etc.), outside;n, adj-no;外堀;外郭;外付け
外堀;そとぼり;outer moat (of a castle);n;0;;;;;;;;;;;
外郭;がいかく;outer fence;n;0;;;;;;;;;;;
外付け;そとづけ;external (hard drive, disk drive, etc.);adj-no, n, vs;0;;;;;;;;;;;
ポケット;ポケット;pocket;n;5;Show me your pockets.;<ruby>ポケット<rt>ぽけっと</rt></ruby>を<ruby>見<rt>み</rt></ruby>せろ。;pocket;n;;;;;ポケットコンピューター;ポケットベル;ポケットマネー
ポケットコンピューター;ポケットコンピューター;pocket computer;n;0;;;;;;;;;;;
ポケットベル;ポケットベル;pager;n;0;;;;;;;;;;;
ポケットマネー;ポケットマネー;pocket money;n;0;;;;;;;;;;;
欲しい;ほしい;to want, in need of;adj-i;5;Do you want this?;これ<ruby>欲<rt>ほ</rt></ruby>しい？;wanting (to have), desiring, wishing for;adj-i;I want (you, them, etc.) to (do);adj-i, aux-adj;;;欲しいだけ;;
欲しいだけ;ほしいだけ;as much as one wants;exp, adj-no;0;;;;;;;;;;;
ポスト;ポスト;mailbox, post, position;n;5;Competition for the position is very intense.;<ruby>ポスト<rt>ぽすと</rt></ruby><ruby>争<rt>あらそ</rt></ruby>いは<ruby>厳<rt>いかめ</rt></ruby>しい。;postbox, mailbox, mail box, pillar box;n;post, position;n;post (e.g. goalpost);n;ポストイット;ポストオフィス;ポストマスタ
ポストイット;ポストイット;Post-it®;n;0;;;;;;;;;;;
ポストオフィス;ポストオフィス;post office;n;0;;;;;;;;;;;
ポストマスタ;ポストマスタ;postmaster;n;0;;;;;;;;;;;
細い;ほそい;thin, slender, fine;adj-i;5;I'm lonely.;<ruby>心細<rt>こころぼそ</rt></ruby>いの。;thin, slender, fine;adj-i;unlucky;adj-i;;;細い糸;細い字;心細い
細い糸;ほそいいと;fine thread;exp, n;0;;;;;;;;;;;
細い字;ほそいじ;slender character;exp, n;0;;;;;;;;;;;
心細い;こころぼそい;helpless;adj-i;0;;;;;;;;;;;
ボタン;ボタン;button;n;5;Press the button.;<ruby>ボタン<rt>ぼたん</rt></ruby>を<ruby>押<rt>お</rt></ruby>す。;button (clothing);n;push-button, button;n;;;ボタン穴;ボタンを掛け違える;ボタンの掛け違い
ボタン穴;ボタンあな;buttonhole;n;0;;;;;;;;;;;
ボタンを掛け違える;ボタンをかけちがえる;to button up wrong;exp, v1;0;;;;;;;;;;;
ボタンの掛け違い;ボタンのかけちがい;being at cross-purposes from the start;exp, n;0;;;;;;;;;;;
ホテル;ホテル;hotel;n;5;I'm at the hotel.;<ruby>今<rt>いま</rt></ruby>、<ruby>ホテル<rt>ほてる</rt></ruby>。;hotel;n;;;;;ホテルヘルス;ホテルレストラン;ホテル代
ホテルヘルス;ホテルヘルス;prostitution services in hotels;n;0;;;;;;;;;;;
ホテルレストラン;ホテルレストラン;hotel restaurant;n;0;;;;;;;;;;;
ホテル代;ホテルだい;hotel bill;n;0;;;;;;;;;;;
本;ほん;book;n;5;It is a book.;<ruby>本<rt>ほん</rt></ruby>だ。;book, volume, script;n;this, present, current, ... in question, ... at issue;pref;main, head, principal;pref;本腰を入れる;本生り;本卦還り
本腰を入れる;ほんごしをいれる;to set about in earnest;exp, v1;0;;;;;;;;;;;
本生り;もとなり;fruit grown near the root;n;0;;;;;;;;;;;
本卦還り;ほんけがえり;reaching age of 60;n;0;;;;;;;;;;;
～本;～ほん;counter for long cylindrical things;n;5;It is a book.;<ruby>本<rt>ほん</rt></ruby>だ。;book, volume, script;n;this, present, current, ... in question, ... at issue;pref;main, head, principal;pref;本腰を入れる;本生り;本卦還り
本腰を入れる;ほんごしをいれる;to set about in earnest;exp, v1;0;;;;;;;;;;;
本生り;もとなり;fruit grown near the root;n;0;;;;;;;;;;;
本卦還り;ほんけがえり;reaching age of 60;n;0;;;;;;;;;;;
本棚;ほんだな;bookshelf;n;5;John built a bookcase.;<ruby>ジョン<rt>じょん</rt></ruby>は<ruby>本棚<rt>ほんだな</rt></ruby>を<ruby>作<rt>つく</rt></ruby>った。;bookshelves, bookshelf, bookcase;n;;;;;;;
本当;ほんとう;real, true;n, adj-no, adj-na;5;Really?;<ruby>本当<rt>ほんとう</rt></ruby>に？;truth, reality, actuality, fact;n, adj-no, adj-na;proper, right, correct, official;adj-no, adj-na;genuine, authentic, real, natural, veritable;adj-no, adj-na;本当のところ;本当に;本当にまあ
本当のところ;ほんとうのところ;in truth;exp, adv;0;;;;;;;;;;;
本当に;ほんとうに;really;adv;0;;;;;;;;;;;
本当にまあ;ほんとうにまあ;how admirably;exp, adv;0;;;;;;;;;;;
～枚;～まい;counter for flat things;ctr;5;He's a comedian.;<ruby>彼<rt>かれ</rt></ruby>は<ruby>三枚目<rt>さんまいめ</rt></ruby>だ。;counter for thin, flat objects (e.g. sheets of paper, plates, coins);ctr;counter for portions of gyōza or soba;ctr;counter for ranks;ctr;枚挙にいとまがない;枚を銜む;枚組
枚挙にいとまがない;まいきょにいとまがない;too many to count;exp, adj-i;0;;;;;;;;;;;
枚を銜む;ばいをふくむ;to gag (a horse);exp, v5m;0;;;;;;;;;;;
枚組;まいぐみ;counter for collections or assemblies of flat objects (e.g. CDs, DVDs, etc.);ctr;0;;;;;;;;;;;
毎朝;まいあさ;every morning;n, adv;5;I jog every morning.;<ruby>毎朝<rt>まいあさ</rt></ruby>、<ruby>走<rt>はし</rt></ruby>ってるよ。;every morning;n, adv;;;;;;;
毎月;まいげつ, まいつき;every month, monthly;adv, n;5;This magazine is issued every month.;この<ruby>雑誌<rt>ざっし</rt></ruby>は<ruby>毎月<rt>まいつき</rt></ruby><ruby>出<rt>で</rt></ruby>る。;every month, each month, monthly;adv, n;;;;;;;
毎週;まいしゅう;every week;n, adv;5;Every week he goes fishing.;<ruby>毎週<rt>まいしゅう</rt></ruby><ruby>釣<rt>つ</rt></ruby>りに<ruby>行<rt>い</rt></ruby>く。;every week;n, adv;;;;;;;
毎日;まいにち;every day;n, adv;5;I live an ordinary life.;<ruby>平凡<rt>へいぼん</rt></ruby>な<ruby>毎日<rt>まいにち</rt></ruby>さ。;every day, daily;n, adv;;;;;毎日のように;毎日毎日;毎日更新
毎日のように;まいにちのように;almost every day;exp;0;;;;;;;;;;;
毎日毎日;まいにちまいにち;day after day;adv, adj-no;0;;;;;;;;;;;
毎日更新;まいにちこうしん;daily update;exp, n, vs;0;;;;;;;;;;;
毎年;まいねん, まいとし;every year, yearly, annually;adv, n;5;It's the same every year.;<ruby>毎年<rt>まいとし</rt></ruby><ruby>同<rt>おな</rt></ruby>じだよ。;every year, yearly, annually;adv, n;;;;;;;
毎晩;まいばん;every night;n, adv;5;I'll give you a ring every night.;<ruby>毎晩<rt>まいばん</rt></ruby><ruby>電話<rt>でんわ</rt></ruby>するよ。;every night;n, adv;;;;;;;
前;まえ;before, in front;n;5;What is your name?;<ruby>名前<rt>なまえ</rt></ruby>は<ruby>何<rt>なに</rt></ruby>？;in front (of), before (e.g. a building);n;before, earlier, previously, prior, ago, (minutes) to (the hour);n, adj-no, adv;(the) front, frontal part, fore, head (e.g. of a line);n, adj-no;前貼り;前つぼ;前カゴ
前貼り;まえばり;covering private parts (esp. actors during filming);n, vs;0;;;;;;;;;;;
前つぼ;まえつぼ;frontal sandal strap (between the toes);n;0;;;;;;;;;;;
前カゴ;まえカゴ;front basket (e.g. on a bicycle);n;0;;;;;;;;;;;
～前;～まえ;in front of ~;n;5;What is your name?;<ruby>名前<rt>なまえ</rt></ruby>は<ruby>何<rt>なに</rt></ruby>？;in front (of), before (e.g. a building);n;before, earlier, previously, prior, ago, (minutes) to (the hour);n, adj-no, adv;(the) front, frontal part, fore, head (e.g. of a line);n, adj-no;前貼り;前つぼ;前カゴ
前貼り;まえばり;covering private parts (esp. actors during filming);n, vs;0;;;;;;;;;;;
前つぼ;まえつぼ;frontal sandal strap (between the toes);n;0;;;;;;;;;;;
前カゴ;まえカゴ;front basket (e.g. on a bicycle);n;0;;;;;;;;;;;
曲る;まがる;to turn, to bend;v5r, vi;5;Do you know this tune?;この<ruby>曲<rt>きょく</rt></ruby><ruby>知<rt>し</rt></ruby>ってる？;to bend, to curve, to warp, to wind, to twist;v5r, vi;to turn;v5r, vi;to be awry, to be askew, to be crooked;v5r, vi;ひん曲がる;;
ひん曲がる;ひんまがる;to bend sharply;v5r, vi;0;;;;;;;;;;;
まずい;まずい;terrible (in reference to food), unappetizing, unpleasant (taste);adj-i;5;The fish doesn't taste good.;<ruby>魚<rt>さかな</rt></ruby>は<ruby>不味<rt>まず</rt></ruby>い。;bad(-tasting), unpalatable, unsavoury, unsavory, awful, terrible, unpleasant;adj-i;poor, unskillful, unskilful, bungling, clumsy;adj-i;ugly, unattractive, homely, plain;adj-i;ひもじい時にまずい物なし;気まずい;
